"161";"27";NULL;"1"
"162";"27";NULL;"2"
"163";"27";NULL;"3"
"164";"27";NULL;"4"
"165";"27";NULL;"5"
"166";"27";NULL;"6"
"167";"28";NULL;"0"
"168";"28";NULL;"0"
"308";"53";;"0"
"309";"53";;"0"
"2291";"368";NULL;"1"
"2292";"368";NULL;"2"
"2293";"368";NULL;"3"
"2294";"368";NULL;"4"
"2295";"368";NULL;"5"
"2296";"368";NULL;"6"
"2297";"368";NULL;"7"
"2298";"368";NULL;"8"
"2299";"368";NULL;"9"
"2300";"368";NULL;"10"
"2301";"368";NULL;"11"
"2313";"370";NULL;"1"
"2314";"370";NULL;"2"
"2315";"370";NULL;"3"
"2316";"370";NULL;"4"
"2317";"370";NULL;"5"
"2318";"370";NULL;"6"
"2319";"370";NULL;"7"
"2320";"370";NULL;"8"
"2321";"370";NULL;"9"
"2322";"370";NULL;"10"
"2323";"370";NULL;"11"
"2335";"372";NULL;"1"
"2336";"372";NULL;"2"
"2337";"372";NULL;"3"
"2338";"372";NULL;"4"
"2339";"372";NULL;"5"
"2340";"372";NULL;"6"
"2341";"372";NULL;"7"
"2342";"372";NULL;"8"
"2343";"372";NULL;"9"
"2344";"372";NULL;"10"
"2345";"372";NULL;"11"
"2357";"374";NULL;"1"
"2358";"374";NULL;"2"
"2359";"374";NULL;"3"
"2360";"374";NULL;"4"
"2361";"374";NULL;"5"
"2362";"374";NULL;"6"
"2363";"374";NULL;"7"
"2364";"374";NULL;"8"
"2365";"374";NULL;"9"
"2366";"374";NULL;"10"
"2367";"374";NULL;"11"
"2368";"375";NULL;"1"
"2369";"375";NULL;"2"
"2370";"376";NULL;"1"
"2371";"376";NULL;"2"
"2372";"376";NULL;"3"
"2373";"376";NULL;"4"
"2410";"382";NULL;"1"
"2411";"382";NULL;"2"
"2412";"382";NULL;"3"
"2413";"382";NULL;"4"
"2414";"383";NULL;"1"
"2415";"383";NULL;"2"
"2416";"383";NULL;"3"
"2417";"383";NULL;"4"
"2418";"383";NULL;"5"
"2419";"383";NULL;"6"
"2420";"383";NULL;"7"
"2421";"383";NULL;"8"
"2422";"383";NULL;"9"
"2423";"383";NULL;"10"
"2424";"383";NULL;"11"
"2425";"383";NULL;"12"
"2437";"385";NULL;"2"
"2438";"385";NULL;"3"
"2439";"385";NULL;"4"
"2440";"385";NULL;"5"
"2441";"385";NULL;"6"
"2442";"385";NULL;"1"
"2443";"386";NULL;"1"
"2444";"386";NULL;"2"
"2445";"386";NULL;"3"
"2446";"386";NULL;"4"
"2447";"386";NULL;"5"
"2448";"386";NULL;"0"
"2449";"387";NULL;"2"
"2450";"387";NULL;"3"
"2451";"387";NULL;"4"
"2452";"387";NULL;"5"
"2453";"387";NULL;"6"
"2454";"387";NULL;"1"
"2455";"388";NULL;"0"
"2456";"388";NULL;"0"
"2457";"388";NULL;"0"
"2458";"388";NULL;"0"
"2459";"388";NULL;"0"
"2460";"388";NULL;"0"
"2461";"389";NULL;"0"
"2462";"389";NULL;"0"
"2463";"389";NULL;"0"
"2464";"389";NULL;"0"
"2465";"389";NULL;"0"
"2466";"389";NULL;"0"
"2467";"390";NULL;"0"
"2468";"390";NULL;"0"
"2469";"390";NULL;"0"
"2470";"390";NULL;"0"
"2471";"390";NULL;"0"
"2472";"390";NULL;"0"
"2473";"390";NULL;"0"
"2474";"390";NULL;"0"
"2475";"390";NULL;"0"
"2476";"390";NULL;"0"
"2477";"390";NULL;"0"
"2478";"391";NULL;"1"
"2479";"391";NULL;"0"
"2491";"394";NULL;"1"
"2492";"394";NULL;"2"
"2493";"394";NULL;"3"
"2494";"394";NULL;"4"
"2495";"394";NULL;"5"
"2496";"394";NULL;"6"
"2498";"396";NULL;"0"
"2499";"397";NULL;"0"
"2500";"398";NULL;"0"
"2501";"399";NULL;"0"
"2502";"400";NULL;"1"
"2503";"400";NULL;"2"
"2504";"400";NULL;"3"
"2505";"400";NULL;"0"
"2506";"401";NULL;"1"
"2507";"401";NULL;"2"
"2508";"401";NULL;"3"
"2509";"401";NULL;"4"
"2510";"401";NULL;"5"
"2511";"401";NULL;"6"
"2512";"401";NULL;"7"
"2513";"401";NULL;"8"
"2514";"401";NULL;"9"
"2515";"401";NULL;"10"
"2516";"401";NULL;"11"
"2528";"403";NULL;"1"
"2529";"403";NULL;"2"
"2530";"403";NULL;"3"
"2531";"403";NULL;"4"
"2532";"403";NULL;"5"
"2533";"403";NULL;"6"
"2534";"403";NULL;"7"
"2535";"403";NULL;"8"
"2536";"403";NULL;"9"
"2537";"403";NULL;"10"
"2538";"403";NULL;"11"
"2550";"405";NULL;"1"
"2551";"405";NULL;"2"
"2552";"405";NULL;"3"
"2553";"405";NULL;"4"
"2554";"405";NULL;"5"
"2555";"405";NULL;"6"
"2556";"405";NULL;"7"
"2557";"405";NULL;"8"
"2558";"405";NULL;"9"
"2559";"405";NULL;"10"
"2560";"405";NULL;"11"
"2572";"407";NULL;"1"
"2573";"407";NULL;"2"
"2574";"407";NULL;"3"
"2575";"407";NULL;"4"
"2576";"407";NULL;"5"
"2577";"407";NULL;"6"
"2578";"407";NULL;"7"
"2579";"407";NULL;"8"
"2580";"407";NULL;"9"
"2581";"407";NULL;"10"
"2582";"407";NULL;"11"
"2583";"408";NULL;"1"
"2584";"408";NULL;"2"
"2585";"409";NULL;"1"
"2586";"409";NULL;"2"
"2587";"409";NULL;"3"
"2588";"409";NULL;"4"
"2589";"409";NULL;"5"
"2625";"415";NULL;"1"
"2626";"415";NULL;"2"
"2627";"415";NULL;"3"
"2628";"415";NULL;"4"
"2629";"416";NULL;"1"
"2630";"416";NULL;"2"
"2631";"416";NULL;"3"
"2632";"416";NULL;"4"
"2633";"416";NULL;"5"
"2634";"416";NULL;"6"
"2635";"416";NULL;"7"
"2636";"416";NULL;"8"
"2637";"416";NULL;"9"
"2638";"416";NULL;"10"
"2639";"416";NULL;"11"
"2640";"416";NULL;"12"
"2652";"418";NULL;"2"
"2653";"418";NULL;"3"
"2654";"418";NULL;"4"
"2655";"418";NULL;"5"
"2656";"418";NULL;"6"
"2657";"418";NULL;"1"
"2658";"419";NULL;"1"
"2659";"419";NULL;"2"
"2660";"419";NULL;"3"
"2661";"419";NULL;"4"
"2662";"419";NULL;"5"
"2663";"419";NULL;"0"
"2664";"420";NULL;"2"
"2665";"420";NULL;"3"
"2666";"420";NULL;"4"
"2667";"420";NULL;"5"
"2668";"420";NULL;"6"
"2669";"420";NULL;"1"
"2670";"421";NULL;"0"
"2671";"421";NULL;"0"
"2672";"421";NULL;"0"
"2673";"421";NULL;"0"
"2674";"421";NULL;"0"
"2675";"421";NULL;"0"
"2676";"422";NULL;"0"
"2677";"422";NULL;"0"
"2678";"422";NULL;"0"
