"28";"1";"1";"1000.0000";"0"
"29";"1";"1";"0.0000";"0"
"36";"1";"1";"1000000.0000";"1"
"41";"1";"1";"99.0000";"1"
"42";"1";"1";"10000.0000";"1"
"43";"1";"1";"991.0000";"1"
"44";"1";"1";"100.0000";"1"
"47";"1";"1";"99.0000";"1"
"48";"1";"1";"100.0000";"1"
"50";"1";"1";"987.0000";"1"
"51";"1";"1";"9999970.0000";"1"
"52";"1";"1";"90.0000";"1"
"53";"1";"1";"975.0000";"1"
"54";"1";"1";"1000.0000";"1"
"55";"1";"1";"985.0000";"1"
"56";"1";"1";"1000.0000";"1"
"57";"1";"1";"985.0000";"1"
"60";"1";"1";"1000000.0000";"1"
"71";"1";"1";"999.0000";"1"
"72";"1";"1";"914.0000";"1"
"74";"1";"1";"0.0000";"0"
"86";"1";"1";"1000.0000";"1"
"88";"1";"1";"992.0000";"1"
"89";"1";"1";"12000.0000";"1"
"90";"1";"1";"99.0000";"1"
"91";"1";"1";"100.0000";"1"
"95";"1";"1";"975.0000";"1"
"99";"1";"1";"100.0000";"1"
"100";"1";"1";"980.0000";"1"
"101";"1";"1";"9999948.0000";"1"
"113";"1";"1";"100000.0000";"1"
"114";"1";"1";"1000.0000";"1"
"115";"1";"1";"992.0000";"1"
"116";"1";"1";"10000.0000";"1"
"117";"1";"1";"10000.0000";"1"
"122";"1";"1";"0.0000";"0"
"123";"1";"1";"10000.0000";"1"
"124";"1";"1";"1000.0000";"1"
"125";"1";"1";"1000000.0000";"1"
"129";"1";"1";"0.0000";"0"
"130";"1";"1";"0.0000";"0"
"135";"1";"1";"0.0000";"0"
"139";"1";"1";"100000.0000";"1"
"146";"1";"1";"0.0000";"0"
"149";"1";"1";"0.0000";"0"
"150";"1";"1";"0.0000";"0"
"152";"1";"1";"10000.0000";"1"
"153";"1";"1";"9965.0000";"1"
"154";"1";"1";"9909.0000";"1"
"165";"1";"1";"9992.0000";"1"
"177";"1";"1";"0.0000";"0"
"178";"1";"1";"0.0000";"0"
"185";"1";"1";"9710.0000";"1"
"186";"1";"1";"9990.0000";"0"
"187";"1";"1";"9891.0000";"1"
"192";"1";"1";"9969.0000";"1"
"194";"1";"1";"0.0000";"0"
"199";"1";"1";"9572.0000";"1"
"205";"1";"1";"0.0000";"0"
"207";"1";"1";"0.0000";"0"
"208";"1";"1";"9974.0000";"1"
"209";"1";"1";"0.0000";"0"
"211";"1";"1";"9988.0000";"1"
"212";"1";"1";"0.0000";"0"
"213";"1";"1";"9966.0000";"1"
"214";"1";"1";"999965.0000";"1"
"215";"1";"1";"9990.0000";"0"
"216";"1";"1";"0.0000";"0"
