"97";"4";"80";"0";"15";"1.0000"
"98";"4";"75";"0";"15";"25.9500"
"99";"4";"76";"0";"15";NULL
"100";"4";"120";"0";"15";NULL
"101";"4";"80";"0";"16";"2.0000"
"102";"4";"75";"0";"16";"11.9500"
"103";"4";"76";"0";"16";NULL
"104";"4";"120";"0";"16";NULL
"105";"4";"80";"0";"17";"1.0000"
"106";"4";"75";"0";"17";"26.9500"
"107";"4";"76";"0";"17";NULL
"108";"4";"120";"0";"17";NULL
"128";"4";"80";"0";"26";"1.0000"
"129";"4";"75";"0";"26";"32.0000"
"130";"4";"76";"0";"26";NULL
"131";"4";"120";"0";"26";NULL
"136";"4";"80";"0";"28";"1.5000"
"137";"4";"75";"0";"28";"59.9500"
"138";"4";"76";"0";"28";NULL
"139";"4";"120";"0";"28";NULL
"140";"4";"75";"0";"29";"5.0000"
"141";"4";"76";"0";"29";NULL
"142";"4";"120";"0";"29";NULL
"143";"4";"76";"0";"30";NULL
"148";"4";"80";"0";"32";"1.0000"
"149";"4";"75";"0";"32";"57.0000"
"150";"4";"76";"0";"32";NULL
"151";"4";"120";"0";"32";NULL
"164";"4";"80";"0";"36";"1.0000"
"165";"4";"75";"0";"36";"26.0000"
"166";"4";"76";"0";"36";NULL
"167";"4";"120";"0";"36";NULL
"168";"4";"80";"0";"37";"1.0000"
"169";"4";"75";"0";"37";"57.0000"
"170";"4";"76";"0";"37";NULL
"171";"4";"120";"0";"37";NULL
"176";"4";"80";"0";"39";"0.5000"
"177";"4";"75";"0";"39";"11.9500"
"178";"4";"76";"0";"39";NULL
"179";"4";"120";"0";"39";NULL
"184";"4";"80";"0";"41";"1.0000"
"185";"4";"75";"0";"41";"30.0000"
"186";"4";"76";"0";"41";NULL
"187";"4";"120";"0";"41";NULL
"188";"4";"80";"0";"42";"0.5000"
"189";"4";"75";"0";"42";"13.9500"
"190";"4";"76";"0";"42";NULL
"191";"4";"120";"0";"42";NULL
"192";"4";"80";"0";"43";"1.0000"
"193";"4";"75";"0";"43";"44.9500"
"194";"4";"76";"0";"43";NULL
"195";"4";"120";"0";"43";NULL
"196";"4";"80";"0";"44";"1.0000"
"197";"4";"75";"0";"44";"25.0000"
"198";"4";"76";"0";"44";NULL
"199";"4";"120";"0";"44";NULL
"200";"4";"80";"0";"45";"0.5000"
"201";"4";"75";"0";"45";"13.9500"
"202";"4";"76";"0";"45";NULL
"203";"4";"120";"0";"45";NULL
"204";"4";"80";"0";"46";"0.3000"
"205";"4";"75";"0";"46";"71.9500"
"206";"4";"76";"0";"46";NULL
"207";"4";"120";"0";"46";NULL
"208";"4";"80";"0";"47";"1.0000"
"209";"4";"75";"0";"47";"9.9500"
"210";"4";"76";"0";"47";NULL
"211";"4";"120";"0";"47";NULL
"212";"4";"80";"0";"48";"1.0000"
"213";"4";"75";"0";"48";"16.5000"
"214";"4";"76";"0";"48";NULL
"215";"4";"120";"0";"48";NULL
"220";"4";"80";"0";"50";"1.0000"
"221";"4";"75";"0";"50";"29.9500"
"222";"4";"76";"0";"50";NULL
"223";"4";"120";"0";"50";NULL
"224";"4";"80";"0";"51";"0.5000"
"225";"4";"75";"0";"51";"9.9500"
"226";"4";"76";"0";"51";NULL
"227";"4";"120";"0";"51";NULL
"228";"4";"80";"0";"52";"1.0000"
"229";"4";"75";"0";"52";"31.0000"
"230";"4";"76";"0";"52";NULL
"231";"4";"120";"0";"52";NULL
"232";"4";"80";"0";"53";"1.0000"
"233";"4";"75";"0";"53";"26.0000"
"234";"4";"76";"0";"53";NULL
"235";"4";"120";"0";"53";NULL
"236";"4";"80";"0";"54";"1.0000"
"237";"4";"75";"0";"54";"24.0000"
"238";"4";"76";"0";"54";NULL
"239";"4";"120";"0";"54";NULL
"240";"4";"80";"0";"55";"1.0000"
"241";"4";"75";"0";"55";"24.0000"
"242";"4";"76";"0";"55";NULL
"243";"4";"120";"0";"55";NULL
"244";"4";"80";"0";"56";"1.0000"
"245";"4";"75";"0";"56";"28.0000"
"246";"4";"76";"0";"56";NULL
"247";"4";"120";"0";"56";NULL
"248";"4";"80";"0";"57";"1.0000"
"249";"4";"75";"0";"57";"32.0000"
"250";"4";"76";"0";"57";NULL
"251";"4";"120";"0";"57";NULL
"252";"4";"80";"0";"58";"1.0000"
"253";"4";"75";"0";"58";"24.0000"
"254";"4";"76";"0";"58";NULL
"255";"4";"120";"0";"58";NULL
"256";"4";"80";"0";"59";"1.0000"
