"2719";"0";"169";"135";"1"
"5092";"0";"373";"249";"1"
"7152";"0";"655";"529";"1"
"7155";"0";"655";"555";"1"
"7438";"0";"561";"199";"1"
"15586";"0";"897";"594";"1"
"20638";"3209308";NULL;"101";"1"
"20639";"3209308";NULL;"122";"1"
"20640";"3209308";NULL;"129";"1"
"20641";"3209308";NULL;"135";"1"
"20642";"3209308";NULL;"149";"1"
"20643";"3209308";NULL;"177";"1"
"20644";"3209308";NULL;"178";"1"
"20645";"3209308";NULL;"185";"1"
"20646";"3209308";NULL;"186";"1"
"20647";"3209308";NULL;"187";"1"
"20648";"3209308";NULL;"192";"1"
"20649";"3209308";NULL;"194";"1"
"20650";"3209308";NULL;"199";"1"
"20651";"3209308";NULL;"230";"1"
"20652";"3209308";NULL;"232";"1"
"20653";"3209308";NULL;"240";"1"
"20654";"3209308";NULL;"241";"1"
"20655";"3209308";NULL;"249";"1"
"20656";"3209308";NULL;"251";"1"
"20657";"3209308";NULL;"252";"1"
"20658";"3209308";NULL;"254";"1"
"20659";"3209308";NULL;"256";"1"
"20660";"3209308";NULL;"258";"1"
"20661";"3209308";NULL;"275";"1"
"20662";"3209308";NULL;"277";"1"
"20663";"3209308";NULL;"278";"1"
"20664";"3209308";NULL;"283";"1"
"20665";"3209308";NULL;"284";"1"
"20666";"3209308";NULL;"286";"1"
"20667";"3209308";NULL;"288";"1"
"20668";"3209308";NULL;"290";"1"
"20669";"3209308";NULL;"293";"1"
"20670";"3209308";NULL;"294";"1"
"20671";"3209308";NULL;"297";"1"
"20672";"3209308";NULL;"304";"1"
"20673";"3209308";NULL;"307";"1"
"20674";"3209308";NULL;"308";"1"
"20675";"3209308";NULL;"313";"1"
"20676";"3209308";NULL;"323";"1"
"20677";"3209308";NULL;"327";"1"
"20678";"3209308";NULL;"328";"1"
"20679";"3209308";NULL;"330";"1"
"20680";"3209308";NULL;"331";"1"
"20681";"3209308";NULL;"332";"1"
"20682";"3209308";NULL;"335";"1"
"20683";"3209308";NULL;"336";"1"
"20684";"3209308";NULL;"337";"1"
"20685";"3209308";NULL;"338";"1"
"20686";"3209308";NULL;"339";"1"
"20687";"3209308";NULL;"340";"1"
"20688";"3209308";NULL;"341";"1"
"20689";"3209308";NULL;"343";"1"
"20690";"3209308";NULL;"352";"1"
"20691";"3209308";NULL;"353";"1"
"20692";"3209308";NULL;"354";"1"
"20693";"3209308";NULL;"355";"1"
"20694";"3209308";NULL;"356";"1"
"20695";"3209308";NULL;"36";"1"
"20696";"3209308";NULL;"362";"1"
"20697";"3209308";NULL;"364";"1"
"20698";"3209308";NULL;"365";"1"
"20699";"3209308";NULL;"370";"1"
"20700";"3209308";NULL;"371";"1"
"20701";"3209308";NULL;"372";"1"
"20702";"3209308";NULL;"373";"1"
"20703";"3209308";NULL;"376";"1"
"20704";"3209308";NULL;"377";"1"
"20705";"3209308";NULL;"378";"1"
"20706";"3209308";NULL;"379";"1"
"20707";"3209308";NULL;"386";"1"
"20708";"3209308";NULL;"392";"1"
"20709";"3209308";NULL;"393";"1"
"20710";"3209308";NULL;"394";"1"
