"222";"4";"4";"simple";"1031-J | Rival Jersey";"1";"1";"2013-06-14 17:00:14";"2013-12-26 18:05:35"
"223";"4";"4";"simple";"1018 | Pride Jersey ";"1";"1";"2013-06-14 17:10:51";"2016-01-13 23:47:54"
"224";"4";"4";"simple";"1225-J | LADIES DIAMOND JERSEY ";"0";"0";"2013-06-14 17:15:31";"2013-06-14 17:15:31"
"225";"4";"4";"simple";"1020 | Colorado Jersey ";"1";"1";"2013-06-14 17:21:55";"2013-12-26 19:44:15"
"226";"4";"4";"simple";"1022 | Madison Jersey ";"1";"1";"2013-06-14 17:25:46";"2016-01-13 23:47:17"
"227";"4";"4";"simple";"1006-J | Reno Jersey";"1";"1";"2013-06-14 17:30:52";"2014-08-27 22:16:53"
"228";"4";"4";"simple";" 3109 PT | Tiger Pants";"1";"1";"2013-06-14 17:43:26";"2016-03-16 18:10:24"
"229";"4";"4";"simple";"3104 PT | Cosh Pants";"1";"1";"2013-06-14 17:46:41";"2013-12-26 20:13:56"
"230";"4";"4";"simple";"3110 PT | Camo Pants ";"1";"1";"2013-06-14 17:50:52";"2016-10-14 14:51:11"
"231";"4";"4";"simple";"1055sh | Camo Shorts ";"1";"1";"2013-06-14 17:56:08";"2013-12-26 19:07:03"
"232";"4";"4";"simple";"HF15142 | Fever Shorts ";"1";"1";"2013-06-14 18:00:15";"2014-01-03 23:25:54"
"233";"4";"4";"simple";"1053 SH | Spectrum Shorts ";"1";"1";"2013-06-14 18:03:42";"2013-12-26 19:05:00"
"234";"4";"4";"simple";"1054sh | Tiger Shorts ";"1";"1";"2013-06-14 18:07:08";"2013-12-26 19:06:12"
"235";"4";"4";"simple";"1056 SH | Glints Shorts ";"1";"1";"2013-06-14 18:11:54";"2016-10-14 14:58:15"
"236";"4";"4";"simple";"1114sh | Slider Shorts ";"1";"1";"2013-06-14 18:49:01";"2013-08-14 21:53:27"
"238";"4";"4";"simple";"1228SH | Ladies Diamond Shorts ";"1";"1";"2013-06-17 21:12:49";"2016-10-14 14:54:59"
"239";"4";"4";"simple";"607 |""2-in-1""  Socks ";"1";"1";"2013-06-17 22:15:41";"2013-12-26 20:40:23"
"240";"4";"4";"simple";"608 | Fuel Socks";"1";"1";"2013-06-17 22:22:25";"2013-12-24 22:24:51"
"241";"4";"4";"simple";"613 | DOTS Novelty Socks";"0";"0";"2013-06-17 22:30:58";"2013-12-26 21:32:36"
