"2";"52";"20007";"0";"1";"4"
"2";"113";"20007";"0";"1";"4"
"2";"114";"20007";"0";"1";"4"
"2";"115";"20007";"0";"1";"4"
"2";"116";"20007";"0";"1";"4"
"2";"117";"20007";"0";"1";"4"
"2";"139";"20007";"0";"1";"4"
"2";"153";"20007";"0";"1";"4"
"2";"185";"20007";"0";"1";"4"
"2";"187";"20007";"0";"1";"4"
"2";"192";"20007";"0";"1";"4"
"2";"199";"20007";"0";"1";"4"
"2";"208";"20007";"0";"1";"4"
"2";"211";"20007";"0";"1";"4"
"2";"213";"20007";"0";"1";"4"
"2";"214";"20007";"0";"1";"4"
"2";"217";"20007";"0";"1";"4"
"2";"227";"20007";"0";"1";"4"
"2";"231";"20007";"0";"1";"4"
"2";"233";"20007";"0";"1";"4"
"2";"234";"20007";"0";"1";"4"
"2";"236";"20007";"0";"1";"4"
"2";"239";"20007";"0";"1";"4"
"2";"245";"20007";"0";"1";"4"
"2";"249";"20007";"0";"1";"4"
"2";"251";"20007";"0";"1";"4"
"2";"252";"20007";"0";"1";"4"
"2";"254";"20007";"0";"1";"4"
"2";"275";"20007";"0";"1";"4"
"2";"276";"20007";"0";"1";"4"
"2";"277";"20007";"0";"1";"4"
"2";"278";"20007";"0";"1";"4"
"2";"283";"20007";"0";"1";"4"
"2";"284";"20007";"0";"1";"4"
"2";"286";"20007";"0";"1";"4"
"2";"287";"20007";"0";"1";"4"
"2";"288";"20007";"0";"1";"4"
"2";"289";"20007";"0";"1";"4"
"2";"290";"20007";"0";"1";"4"
"2";"291";"20007";"0";"1";"4"
"2";"292";"20007";"0";"1";"4"
"2";"293";"20007";"0";"1";"4"
"2";"294";"20007";"0";"1";"4"
"2";"296";"20007";"0";"1";"4"
"2";"297";"20007";"0";"1";"4"
"2";"304";"20007";"0";"1";"4"
"2";"307";"20007";"0";"1";"4"
"2";"326";"20007";"0";"1";"4"
"2";"330";"20007";"0";"1";"4"
"2";"338";"20007";"0";"1";"4"
"2";"339";"20007";"0";"1";"4"
"2";"343";"20007";"0";"1";"4"
"2";"355";"20007";"0";"1";"4"
"2";"362";"20007";"0";"1";"4"
"2";"364";"20007";"0";"1";"4"
"2";"365";"20007";"0";"1";"4"
"2";"366";"20007";"0";"1";"4"
"2";"367";"20007";"0";"1";"4"
"2";"370";"20007";"0";"1";"4"
"2";"371";"20007";"0";"1";"4"
"2";"376";"20007";"0";"1";"4"
"2";"378";"20007";"0";"1";"4"
"2";"379";"20007";"0";"1";"4"
"2";"386";"20007";"0";"1";"4"
"2";"392";"20007";"0";"1";"4"
"2";"393";"20007";"0";"1";"4"
"2";"426";"20007";"0";"1";"4"
"2";"433";"20007";"0";"1";"4"
"2";"434";"20007";"0";"1";"4"
"2";"449";"20007";"0";"1";"4"
"2";"452";"20007";"0";"1";"4"
"2";"460";"20007";"0";"1";"4"
"2";"468";"20007";"0";"1";"4"
"2";"474";"20007";"0";"1";"4"
"2";"481";"20007";"0";"1";"4"
"2";"485";"20007";"0";"1";"4"
"2";"486";"20007";"0";"1";"4"
"2";"487";"20007";"0";"1";"4"
"2";"497";"20007";"0";"1";"4"
"2";"505";"20007";"0";"1";"4"
"2";"510";"20007";"0";"1";"4"
"2";"511";"20007";"0";"1";"4"
"2";"513";"20007";"0";"1";"4"
"2";"516";"20007";"0";"1";"4"
"2";"517";"20007";"0";"1";"4"
"2";"520";"20007";"0";"1";"4"
"2";"527";"20007";"0";"1";"4"
"2";"528";"20007";"0";"1";"4"
"2";"530";"20007";"0";"1";"4"
"2";"531";"20007";"0";"1";"4"
"2";"533";"20007";"0";"1";"4"
"2";"537";"20007";"0";"1";"4"
"2";"538";"20007";"0";"1";"4"
"2";"542";"20007";"0";"1";"4"
"2";"548";"20007";"0";"1";"4"
"2";"549";"20007";"0";"1";"4"
"2";"550";"20007";"0";"1";"4"
"2";"551";"20007";"0";"1";"4"
"2";"552";"20007";"0";"1";"4"
"2";"555";"20007";"0";"1";"4"
"2";"557";"20007";"0";"1";"4"
"2";"561";"20007";"0";"1";"4"
"2";"565";"20007";"0";"1";"4"
"2";"567";"20007";"0";"1";"4"
"2";"568";"20007";"0";"1";"4"
"2";"569";"20007";"0";"1";"4"
"2";"589";"20007";"0";"1";"4"
"2";"590";"20007";"0";"1";"4"
"2";"600";"20007";"0";"1";"4"
"2";"601";"20007";"0";"1";"4"
"2";"602";"20007";"0";"1";"4"
"2";"607";"20007";"0";"1";"4"
"2";"608";"20007";"0";"1";"4"
"2";"612";"20007";"0";"1";"4"
"2";"613";"20007";"0";"1";"4"
"2";"614";"20007";"0";"1";"4"
"2";"616";"20007";"0";"1";"4"
"2";"621";"20007";"0";"1";"4"
"2";"623";"20007";"0";"1";"4"
"2";"624";"20007";"0";"1";"4"
"2";"625";"20007";"0";"1";"4"
"2";"628";"20007";"0";"1";"4"
"2";"629";"20007";"0";"1";"4"
"2";"630";"20007";"0";"1";"4"
"2";"632";"20007";"0";"1";"4"
"2";"633";"20007";"0";"1";"4"
"2";"634";"20007";"0";"1";"4"
"2";"635";"20007";"0";"1";"4"
"2";"636";"20007";"0";"1";"4"
"2";"638";"20007";"0";"1";"4"
"2";"639";"20007";"0";"1";"4"
"2";"640";"20007";"0";"1";"4"
"2";"645";"20007";"0";"1";"4"
"2";"646";"20007";"0";"1";"4"
"2";"648";"20007";"0";"1";"4"
"2";"649";"20007";"0";"1";"4"
"2";"651";"20007";"0";"1";"4"
"2";"652";"20007";"0";"1";"4"
