"28";"81";"1";"60"
"28";"81";"2";"60"
"28";"81";"3";"60"
"29";"81";"1";"60"
"29";"81";"2";"60"
"29";"81";"3";"60"
"30";"81";"1";"60"
"30";"81";"2";"60"
"30";"81";"3";"60"
"36";"81";"1";"79"
"36";"81";"2";"79"
"36";"81";"3";"79"
"39";"81";"1";"60"
"39";"81";"2";"60"
"39";"81";"3";"60"
"42";"81";"1";"60"
"42";"81";"2";"60"
"42";"81";"3";"60"
"43";"81";"1";"60"
"43";"81";"2";"60"
"43";"81";"3";"60"
"44";"81";"1";"9"
"44";"81";"2";"9"
"44";"81";"3";"9"
"45";"81";"1";"60"
"45";"81";"2";"60"
"45";"81";"3";"60"
"50";"81";"1";"64"
"50";"81";"2";"64"
"50";"81";"3";"64"
"51";"81";"1";"60"
"51";"81";"2";"60"
"51";"81";"3";"60"
"53";"81";"1";"60"
"53";"81";"2";"60"
"53";"81";"3";"60"
"54";"81";"1";"79"
"54";"81";"2";"79"
"54";"81";"3";"79"
"55";"81";"1";"60"
"55";"81";"2";"60"
"55";"81";"3";"60"
"56";"81";"1";"79"
"56";"81";"2";"79"
"56";"81";"3";"79"
"57";"81";"1";"60"
"57";"81";"2";"60"
"57";"81";"3";"60"
"58";"81";"1";"60"
"58";"81";"2";"60"
"58";"81";"3";"60"
"59";"81";"1";"60"
"59";"81";"2";"60"
"59";"81";"3";"60"
"60";"81";"1";"60"
"60";"81";"2";"60"
"60";"81";"3";"60"
"61";"81";"1";"60"
"61";"81";"2";"60"
"61";"81";"3";"60"
"70";"81";"1";"60"
"70";"81";"2";"60"
"70";"81";"3";"60"
"72";"81";"1";"11"
"72";"81";"2";"11"
"72";"81";"3";"11"
"73";"81";"1";"10"
"73";"81";"2";"10"
"73";"81";"3";"10"
"74";"81";"1";"75"
"74";"81";"2";"75"
"74";"81";"3";"75"
"79";"81";"1";"60"
"79";"81";"2";"60"
"79";"81";"3";"60"
"80";"81";"1";"9"
"80";"81";"2";"9"
"80";"81";"3";"9"
"81";"81";"1";"60"
"81";"81";"2";"60"
"81";"81";"3";"60"
"88";"81";"1";"60"
"88";"81";"2";"60"
"88";"81";"3";"60"
"93";"81";"1";"60"
"93";"81";"2";"60"
"93";"81";"3";"60"
"95";"81";"1";"60"
"95";"81";"2";"60"
"95";"81";"3";"60"
"100";"81";"1";"60"
"100";"81";"2";"60"
"100";"81";"3";"60"
"101";"81";"1";"60"
"101";"81";"2";"60"
"101";"81";"3";"60"
"102";"81";"1";"60"
"102";"81";"2";"60"
"102";"81";"3";"60"
"104";"81";"1";"60"
"104";"81";"2";"60"
"104";"81";"3";"60"
"105";"81";"1";"60"
"105";"81";"2";"60"
"105";"81";"3";"60"
"106";"81";"1";"60"
"106";"81";"2";"60"
"106";"81";"3";"60"
"107";"81";"1";"60"
"107";"81";"2";"60"
"107";"81";"3";"60"
"111";"81";"1";"60"
"111";"81";"2";"60"
"111";"81";"3";"60"
"112";"81";"1";"60"
"112";"81";"2";"60"
"112";"81";"3";"60"
"113";"81";"1";"13"
"113";"81";"2";"13"
"113";"81";"3";"13"
"114";"81";"1";"12"
"114";"81";"2";"12"
"114";"81";"3";"12"
"115";"81";"1";"60"
"115";"81";"2";"60"
"115";"81";"3";"60"
"116";"81";"1";"52"
"116";"81";"2";"52"
"116";"81";"3";"52"
"117";"81";"1";"62"
"117";"81";"2";"62"
"117";"81";"3";"62"
"122";"81";"1";"60"
"122";"81";"2";"60"
"122";"81";"3";"60"
"124";"81";"1";"63"
"124";"81";"2";"63"
"124";"81";"3";"63"
"126";"81";"1";"60"
"126";"81";"2";"60"
"126";"81";"3";"60"
"129";"81";"1";"60"
"129";"81";"2";"60"
"129";"81";"3";"60"
"130";"81";"1";"60"
"130";"81";"2";"60"
"130";"81";"3";"60"
"132";"81";"1";"60"
"132";"81";"2";"60"
"132";"81";"3";"60"
"133";"81";"1";"60"
"133";"81";"2";"60"
"133";"81";"3";"60"
"134";"81";"1";"60"
"134";"81";"2";"60"
"134";"81";"3";"60"
"135";"81";"1";"60"
"135";"81";"2";"60"
"135";"81";"3";"60"
"139";"81";"1";"60"
"139";"81";"2";"60"
"139";"81";"3";"60"
"146";"81";"1";"60"
"146";"81";"2";"60"
"146";"81";"3";"60"
"149";"81";"1";"60"
"149";"81";"2";"60"
"149";"81";"3";"60"
"150";"81";"1";"60"
"150";"81";"2";"60"
"150";"81";"3";"60"
"152";"81";"1";"60"
"152";"81";"2";"60"
"152";"81";"3";"60"
"153";"81";"1";"60"
"153";"81";"2";"60"
"153";"81";"3";"60"
"154";"81";"1";"60"
"154";"81";"2";"60"
"154";"81";"3";"60"
"155";"81";"1";"13"
"155";"81";"2";"13"
"155";"81";"3";"13"
"157";"81";"1";"13"
"157";"81";"2";"13"
"157";"81";"3";"13"
"158";"81";"1";"60"
"158";"81";"2";"60"
"158";"81";"3";"60"
"159";"81";"1";"53"
"159";"81";"2";"53"
"159";"81";"3";"53"
"160";"81";"1";"13"
"160";"81";"2";"13"
"160";"81";"3";"13"
"161";"81";"1";"53"
"161";"81";"2";"53"
"161";"81";"3";"53"
"162";"81";"1";"60"
"162";"81";"2";"60"
"162";"81";"3";"60"
"163";"81";"1";"57"
"163";"81";"2";"57"
"163";"81";"3";"57"
"164";"81";"1";"13"
"164";"81";"2";"13"
"164";"81";"3";"13"
"165";"81";"1";"60"
"165";"81";"2";"60"
"165";"81";"3";"60"
"166";"81";"1";"60"
"166";"81";"2";"60"
"166";"81";"3";"60"
"174";"81";"1";"53"
"174";"81";"2";"53"
"174";"81";"3";"53"
"175";"81";"1";"13"
"175";"81";"2";"13"
"175";"81";"3";"13"
"176";"81";"1";"13"
"176";"81";"2";"13"
"176";"81";"3";"13"
"177";"81";"1";"60"
"177";"81";"2";"60"
"177";"81";"3";"60"
"178";"81";"1";"60"
"178";"81";"2";"60"
"178";"81";"3";"60"
"180";"81";"1";"60"
"180";"81";"2";"60"
"180";"81";"3";"60"
"181";"81";"1";"60"
"181";"81";"2";"60"
"181";"81";"3";"60"
"182";"81";"1";"60"
"182";"81";"2";"60"
"182";"81";"3";"60"
"183";"81";"1";"60"
"183";"81";"2";"60"
"183";"81";"3";"60"
"185";"81";"1";"60"
"185";"81";"2";"60"
"185";"81";"3";"60"
