"2";"28";"1"
"2";"37";"1"
"2";"39";"1"
"2";"41";"1"
"2";"42";"1"
"2";"43";"1"
"2";"44";"1"
"2";"45";"1"
"2";"47";"1"
"2";"48";"1"
"2";"50";"1"
"2";"53";"1"
"2";"54";"1"
"2";"55";"1"
"2";"56";"1"
"2";"57";"1"
"2";"58";"1"
"2";"59";"1"
"2";"60";"1"
"2";"61";"1"
"2";"62";"1"
"2";"63";"1"
"2";"64";"1"
"2";"65";"1"
"2";"66";"1"
"2";"67";"1"
"2";"68";"1"
"2";"69";"1"
"2";"70";"1"
"2";"71";"1"
"2";"72";"1"
"2";"73";"1"
"2";"74";"1"
"2";"75";"1"
"2";"76";"1"
"2";"77";"1"
"2";"78";"1"
"2";"79";"1"
"2";"80";"1"
"2";"81";"1"
"2";"491";"1"
"2";"559";"1"
"2";"563";"1"
"2";"571";"1"
"129";"72";"1"
"129";"73";"1"
"129";"79";"1"
"129";"80";"1"
"129";"83";"1"
"129";"132";"1"
"129";"133";"1"
"129";"134";"1"
"129";"173";"1"
"129";"174";"1"
"129";"175";"1"
"129";"176";"1"
"129";"179";"1"
"129";"180";"1"
"129";"181";"1"
"129";"182";"1"
"129";"183";"1"
"129";"185";"1"
"129";"187";"1"
"129";"188";"1"
"129";"189";"1"
"129";"190";"1"
"129";"191";"1"
"129";"192";"1"
"129";"193";"1"
"129";"195";"1"
"129";"196";"1"
"129";"197";"1"
"129";"198";"1"
"129";"199";"1"
"129";"200";"1"
"129";"201";"1"
"129";"202";"1"
"129";"221";"1"
"129";"248";"1"
"129";"249";"1"
"129";"252";"1"
"129";"253";"1"
"129";"254";"1"
"129";"255";"1"
"129";"301";"1"
"129";"302";"1"
"129";"303";"1"
"129";"304";"1"
"129";"307";"1"
"129";"326";"1"
"129";"330";"1"
"129";"342";"1"
"129";"343";"1"
"129";"369";"1"
"129";"370";"1"
"129";"371";"1"
"129";"375";"1"
"129";"376";"1"
"129";"378";"1"
"129";"379";"1"
"129";"386";"1"
"129";"387";"1"
"129";"388";"1"
"129";"389";"1"
"129";"428";"1"
"129";"433";"1"
"129";"434";"1"
"129";"448";"1"
"129";"449";"1"
"129";"450";"1"
"129";"452";"1"
"129";"464";"1"
"129";"468";"1"
"129";"474";"1"
"129";"481";"1"
"129";"485";"1"
"129";"486";"1"
"129";"487";"1"
"129";"497";"1"
"129";"555";"1"
"129";"559";"1"
"129";"565";"1"
"129";"589";"1"
"129";"590";"1"
"129";"601";"1"
"129";"605";"1"
"129";"606";"1"
"129";"607";"1"
"129";"608";"1"
"129";"612";"1"
"129";"613";"1"
"129";"614";"1"
"129";"615";"1"
"129";"616";"1"
"129";"617";"1"
"129";"621";"1"
"129";"645";"1"
"129";"646";"1"
"129";"648";"1"
"129";"649";"1"
"129";"651";"1"
"129";"652";"1"
"129";"654";"1"
"129";"655";"1"
"129";"656";"1"
"129";"657";"1"
"129";"658";"1"
"129";"665";"1"
"129";"666";"1"
"129";"667";"1"
"129";"668";"1"
"129";"669";"1"
"129";"670";"1"
"129";"671";"1"
"129";"672";"1"
"129";"673";"1"
"129";"674";"1"
"129";"688";"1"
"129";"692";"1"
"129";"693";"1"
"131";"50";"1"
"131";"51";"1"
"131";"76";"1"
"131";"77";"1"
"131";"78";"1"
"131";"247";"1"
"131";"256";"1"
"131";"308";"1"
"131";"328";"1"
"131";"329";"1"
"131";"571";"1"
"132";"72";"2"
"132";"73";"3"
"132";"79";"8"
"132";"80";"12"
"132";"82";"6"
"132";"83";"7"
"132";"84";"10"
"132";"126";"60"
"132";"132";"54"
"132";"133";"56"
"132";"134";"72"
"132";"173";"30"
"132";"174";"31"
"132";"175";"21"
"132";"176";"51"
"132";"179";"19"
"132";"180";"16"
"132";"181";"63"
"132";"183";"53"
"132";"185";"24"
"132";"187";"71"
"132";"188";"35"
"132";"189";"76"
"132";"190";"46"
"132";"191";"50"
"132";"192";"36"
"132";"193";"57"
"132";"195";"49"
"132";"196";"48"
"132";"197";"55"
"132";"198";"59"
"132";"199";"14"
"132";"200";"23"
"132";"201";"5"
"132";"221";"9"
"132";"249";"92"
"132";"252";"1"
"132";"253";"11"
"132";"254";"26"
"132";"255";"29"
"132";"301";"22"
"132";"302";"41"
"132";"303";"33"
"132";"307";"88"
"132";"369";"58"
"132";"370";"73"
"132";"371";"65"
"132";"375";"61"
"132";"376";"64"
"132";"378";"89"
"132";"379";"93"
"132";"386";"40"
"132";"387";"39"
"132";"389";"75"
"132";"433";"38"
"132";"434";"27"
"132";"435";"87"
"132";"448";"45"
"132";"449";"84"
"132";"450";"78"
"132";"452";"4"
"132";"453";"81"
"132";"464";"47"
"132";"468";"91"
"132";"474";"44"
"132";"481";"32"
"132";"485";"77"
"132";"486";"95"
"132";"487";"42"
"132";"555";"74"
"132";"559";"66"
"132";"565";"13"
"132";"587";"83"
"132";"589";"1"
"132";"590";"34"
"132";"593";"68"
"132";"601";"18"
"132";"604";"28"
"132";"606";"80"
"132";"607";"17"
"132";"612";"96"
"132";"613";"67"
"132";"615";"90"
"132";"616";"94"
"132";"617";"15"
"132";"646";"79"
"132";"647";"82"
"132";"649";"52"
"132";"650";"43"
"132";"652";"20"
"132";"653";"85"
"132";"655";"86"
"132";"656";"25"
"132";"657";"70"
"132";"658";"1"
"132";"665";"1"
"132";"666";"1"
"132";"667";"1"
"132";"668";"1"
"132";"669";"1"
"132";"670";"1"
"132";"671";"1"
"132";"672";"1"
"132";"673";"1"
"132";"674";"1"
"132";"688";"1"
"132";"692";"1"
"132";"693";"1"
"133";"589";"1"
"133";"590";"0"
"133";"613";"0"
"133";"666";"0"
"133";"672";"0"
"133";"673";"0"
"134";"249";"0"
"134";"307";"0"
"134";"378";"1"
"134";"379";"1"
"134";"435";"0"
"134";"468";"2"
"134";"485";"2"
"134";"486";"2"
"134";"497";"2"
"134";"591";"2"
"134";"606";"2"
"134";"608";"2"
"134";"612";"0"
"134";"614";"1"
"134";"615";"1"
"134";"616";"0"
"134";"645";"0"
"134";"648";"0"
"134";"651";"0"
"134";"654";"0"
"134";"655";"0"
"134";"666";"1"
"134";"667";"1"
"134";"672";"1"
"134";"692";"1"
"134";"693";"1"
"135";"326";"1"
"135";"330";"1"
"135";"331";"1"
"135";"332";"1"
"135";"343";"1"
"135";"428";"1"
"135";"621";"1"
"136";"75";"2"
"136";"79";"1"
"136";"80";"3"
"136";"82";"5"
"136";"83";"5"
"136";"199";"4"
"136";"200";"4"
"136";"201";"4"
"136";"202";"3"
"136";"221";"1"
"136";"253";"4"
"136";"254";"2"
"136";"255";"8"
"136";"301";"7"
"136";"303";"6"
"136";"452";"2"
"136";"474";"1"
"136";"565";"2"
"136";"601";"1"
"136";"607";"1"
"136";"617";"1"
"136";"652";"1"
"137";"73";"1"
"137";"83";"3"
"137";"185";"4"
"137";"192";"1"
"137";"195";"6"
"137";"196";"5"
"137";"376";"10"
"137";"379";"12"
"137";"388";"1"
"137";"575";"1"
"137";"587";"1"
"137";"645";"1"
