"158";"122";"0.0000"
"164";"187";"0.0000"
"229";"249";"0.0000"
"229";"251";"0.0000"
"229";"307";"0.0000"
"229";"323";"0.0000"
"229";"378";"0.0000"
"229";"379";"0.0000"
"229";"395";"0.0000"
"229";"424";"0.0000"
"229";"435";"0.0000"
"229";"436";"0.0000"
"229";"437";"0.0000"
"229";"483";"0.0000"
"229";"484";"0.0000"
"229";"612";"0.0000"
"229";"616";"0.0000"
"229";"667";"0.0000"
"229";"692";"0.0000"
"359";"252";"0.0000"
"359";"432";"0.0000"
"359";"693";"0.0000"
"855";"130";"0.0000"
"855";"436";"0.0000"
"855";"467";"0.0000"
"855";"492";"0.0000"
"1359";"688";"0.0000"
"1391";"36";"0.0000"
"1391";"43";"0.0000"
"1391";"60";"0.0000"
"1391";"95";"0.0000"
"1391";"115";"0.0000"
"1391";"124";"0.0000"
"1391";"129";"0.0000"
"1391";"130";"0.0000"
"1391";"135";"0.0000"
"1391";"139";"0.0000"
"1391";"146";"0.0000"
"1391";"149";"0.0000"
"1391";"150";"0.0000"
"1391";"152";"0.0000"
"1391";"153";"0.0000"
"1391";"192";"0.0000"
"1391";"194";"0.0000"
"1391";"207";"0.0000"
"1391";"208";"0.0000"
"1391";"211";"0.0000"
"1391";"212";"0.0000"
"1391";"213";"0.0000"
"1391";"215";"0.0000"
"1391";"216";"0.0000"
"1391";"217";"0.0000"
"1391";"233";"0.0000"
"1391";"235";"0.0000"
"1391";"236";"0.0000"
"1391";"239";"0.0000"
"1391";"240";"0.0000"
"1391";"249";"0.0000"
"1391";"254";"0.0000"
"1391";"276";"0.0000"
"1391";"319";"0.0000"
"1391";"326";"0.0000"
"1391";"339";"0.0000"
"1391";"341";"0.0000"
"1391";"370";"0.0000"
"1391";"371";"0.0000"
"1391";"372";"0.0000"
"1391";"373";"0.0000"
"1391";"376";"0.0000"
"1391";"377";"0.0000"
"1391";"386";"0.0000"
"1391";"397";"0.0000"
"1391";"398";"0.0000"
"1391";"400";"0.0000"
"1391";"402";"0.0000"
"1391";"421";"0.0000"
"1391";"422";"0.0000"
"1391";"423";"0.0000"
"1391";"424";"0.0000"
"1391";"434";"0.0000"
"1391";"435";"0.0000"
"1391";"436";"0.0000"
"1391";"439";"0.0000"
"1391";"440";"0.0000"
"1391";"447";"0.0000"
"1391";"449";"0.0000"
"1391";"453";"0.0000"
"1391";"459";"0.0000"
"1391";"461";"0.0000"
"1391";"463";"0.0000"
"1391";"465";"0.0000"
"1391";"466";"0.0000"
"1391";"467";"0.0000"
"1391";"468";"0.0000"
"1391";"470";"0.0000"
"1391";"474";"0.0000"
"1391";"486";"0.0000"
"1391";"492";"0.0000"
"1391";"496";"0.0000"
"1391";"497";"0.0000"
"1391";"499";"0.0000"
"1391";"501";"0.0000"
"1391";"502";"0.0000"
"1391";"503";"0.0000"
"1391";"504";"0.0000"
"1391";"510";"0.0000"
"1391";"512";"0.0000"
"1391";"522";"0.0000"
"1391";"533";"0.0000"
"1391";"534";"0.0000"
"1391";"535";"0.0000"
"1391";"549";"0.0000"
